AsOfDate,DataSource,Nsp_Account_Id,Account_Symbol,Src_Sec_Id,sds_id,Units,Market_Price,Market_Value_Amt_Func,Market_Value_Amt_Rpt,Market_Value_Amt_Lcl,WeightFunc,Amort_Value,Src_Ticker_Symbol,AccruedIncome_Func,AccruedIncome_Rpt,AccruedIncome_Lcl,SecIdtype,SecClassId,Contract_size,Trading_Units,Custom_Sec_Ind,Amort_Price,Reconciled_Flg,Func_Currency_Cd,Func_Currency_Id,Src_MarketValue_Local_Currency_Cd,Src_MarketValue_Local_Currency_Id,Src_Income_Local_Currency_Cd,Src_Income_local_Currency_Id,Short_Term_Flg,Src_Account_Nbr,Dup_Account_Symbol,Major_Issue_Cd,Minor_Issue_Cd,Is_Active,Valid_Start_Dt,Originating_Inc_Curr_Cd,Originating_Principal_Curr_Cd,ISSUE_TYPE_CD,SCREEN_GRP_CD,Src_Functional_Currency_Cd,Src_Futures_GainLoss_Amt_Func,Src_Futures_GainLoss_Amt_Rpt,Swap_Ind,Primary_Spread,Primary_Spread_Type,Effective_Spread,Effective_Spread_Type,Sec_class_Lvl1_cd,Sec_class_Lvl1,Sec_class_Lvl2_cd,Sec_class_Lvl2,Sec_class_Lvl3_cd,Sec_class_Lvl3,SRC_LIN,SRC_LOANXID,CINS,CUSIP,IDBBUNIQUE,ISIN,SEDOL1,SEDOL2,TICKER,EXCHANGE_CD,PARAMOUNT_FUNC,PARAMOUNT_RPT,TKR_AND_EXCH_CD,BookValue_Func,BookValue_Rpt,BookValue_Lcl,Cost_Func,Cost_Rpt,Cost_Lcl,OPS_Notional_Amt,OPS_Notional_Amt_Curr,IDBBGLOBAL,EXPOSURE_FUNC,EXPOSURE_LCL,EXPOSURE_RPT,BALOFFBALVAL_FUNC,BALOFFBALVAL_LCL,BALOFFBALVAL_RPT,BANK_LOAN_OUTSTANDING,SRC_OSI_ID,NET_VM_FUNC,NET_VM_LCL,NET_VM_RPT,CLIENT_SRC_SEC_ID
20201023,SST,13,LABDF,05254HAA2,,19074000,114.2095,21784320.04,21784320.04,21784320.04,,20187139.5,,461352.39,461352.39,461352.39,,,1,0.01,,,N,USD,3,USD,3,USD,3,N,LABDF,LABDF,020,024,Y,20201116,USD,USD,,,USD,1597180.54,1597180.54,N,,,,,,,,,,,,,,,,,,,,,,,,20187139.5,20187139.5,20187139.5,20187139.5,20187139.5,20187139.5,0,,,,,,,,,,,0,0,0,05254HAA2
20201023,SST,13,LABDF,052769AE6,,27008000,112.252829,30317244.05,30317244.05,30317244.05,,26655325.98,,338725.33,338725.33,338725.33,,,1,0.01,,,N,USD,3,USD,3,USD,3,N,LABDF,LABDF,020,023,Y,20201116,USD,USD,,,USD,3661918.07,3661918.07,N,,,,,,,,,,,,,,,,,,,,,,,,26655325.98,26655325.98,26655325.98,26655325.98,26655325.98,26655325.98,0,,,,,,,,,,,0,0,0,052769AE6
20201023,SST,13,LABDF,05329WAQ5,,10463000,117.89867,12335737.84,12335737.84,12335737.84,,10570537.57,,209841.28,209841.28,209841.28,,,1,0.01,,,N,USD,3,USD,3,USD,3,N,LABDF,LABDF,020,023,Y,20201116,USD,USD,,,USD,1765200.27,1765200.27,N,,,,,,,,,,,,,,,,,,,,,,,,10570537.57,10570537.57,10570537.57,10570537.57,10570537.57,10570537.57,0,,,,,,,,,,,0,0,0,05329WAQ5
20201023,SST,13,LABDF,05330GAA2,,8750000,125.8055,11007981.25,11007981.25,11007981.25,,8962407,AOIP4293286,102265.63,102265.63,102265.63,,,1,0.01,,,N,USD,3,USD,3,USD,3,N,LABDF,LABDF,020,023,Y,20201116,USD,USD,,,USD,2045574.25,2045574.25,N,,,,,,,,,,,,,,,,,,,,,,,,8962407,8962407,8962407,8962407,8962407,8962407,0,,,,,,,,,,,0,0,0,05330GAA2
20201023,SST,13,LABDF,05330RAA8,,16471605.15,90.78,14952923.16,14952923.16,14952923.16,,18582450.35,APDS4500922,384680.61,384680.61,384680.61,,,1,0.01,,,N,USD,3,USD,3,USD,3,N,LABDF,LABDF,020,023,Y,20201116,USD,USD,,,USD,-3629527.19,-3629527.19,N,,,,,,,,,,,,,,,,,,,,,,,,18582450.35,18582450.35,18582450.35,18582450.35,18582450.35,18582450.35,0,,,,,,,,,,,0,0,0,05330RAA8
20201023,SST,13,LABDF,05351WAB9,,6282000,115.214101,7237749.82,7237749.82,7237749.82,,6757358.94,,94823.3,94823.3,94823.3,,,1,0.01,,,N,USD,3,USD,3,USD,3,N,LABDF,LABDF,020,023,Y,20201116,USD,USD,,,USD,480390.88,480390.88,N,,,,,,,,,,,,,,,,,,,,,,,,6757358.94,6757358.94,6757358.94,6757358.94,6757358.94,6757358.94,0,,,,,,,,,,,0,0,0,05351WAB9
20201023,SST,13,LABDF,05464HAB6,,21094000,116.467348,24567622.38,24567622.38,24567622.38,,21166823.7,AXS4105328,69405.12,69405.12,69405.12,,,1,0.01,,,N,USD,3,USD,3,USD,3,N,LABDF,LABDF,020,023,Y,20201116,USD,USD,,,USD,3400798.68,3400798.68,N,,,,,,,,,,,,,,,,,,,,,,,,21166823.7,21166823.7,21166823.7,21166823.7,21166823.7,21166823.7,0,,,,,,,,,,,0,0,0,05464HAB6
20201023,SST,13,LABDF,05491UBJ6,,15628000,108.4422,16947347.02,16947347.02,16947347.02,,15171105.63,,49618.95,49618.95,49618.95,,,1,0.01,,,N,USD,3,USD,3,USD,3,N,LABDF,LABDF,020,020,Y,20201116,USD,USD,,,USD,1776241.39,1776241.39,N,,,,,,,,,,,,,,,,,,,,,,,,15171105.63,15171105.63,15171105.63,15171105.63,15171105.63,15171105.63,0,,,,,,,,,,,0,0,0,05491UBJ6
20201023,SST,13,LABDF,05492NAA1,,25000000,97.57445,24393612.5,24393612.5,24393612.5,,24831250,,6902.38,6902.38,6902.38,,,1,0.01,,,N,USD,3,USD,3,USD,3,N,LABDF,LABDF,020,020,Y,20201116,USD,USD,,,USD,-437637.5,-437637.5,N,,,,,,,,,,,,,,,,,,,,,,,,24831250,24831250,24831250,24831250,24831250,24831250,0,,,,,,,,,,,0,0,0,05492NAA1
20201023,SST,13,LABDF,05502FAA6,,38566000,79.951,30833902.66,30833902.66,30833902.66,,41465153.39,,1120288.76,1120288.76,1120288.76,,,1,0.01,,,N,USD,3,USD,3,USD,3,N,LABDF,LABDF,020,023,Y,20201116,USD,USD,,,USD,-10631250.73,-10631250.73,N,,,,,,,,,,,,,,,,,,,,,,,,41465153.39,41465153.39,41465153.39,41465153.39,41465153.39,41465153.39,0,,,,,,,,,,,0,0,0,05502FAA6
20201023,SST,13,LABDF,05526DBP9,,10362000,115.218105,11938900.04,11938900.04,11938900.04,,10362000,,29761.97,29761.97,29761.97,,,1,0.01,,,N,USD,3,USD,3,USD,3,N,LABDF,LABDF,020,023,Y,20201116,USD,USD,,,USD,1576900.04,1576900.04,N,,,,,,,,,,,,,,,,,,,,,,,,10362000,10362000,10362000,10362000,10362000,10362000,0,,,,,,,,,,,0,0,0,05526DBP9
20201023,SST,13,LABDF,05545MAA0,,12859000,101.75,13084032.5,13084032.5,13084032.5,,12909673.25,BBAVY4624517,332146.18,332146.18,332146.18,,,1,0.01,,,N,USD,3,USD,3,USD,3,N,LABDF,LABDF,020,023,Y,20201116,USD,USD,,,USD,174359.25,174359.25,N,,,,,,,,,,,,,,,,,,,,,,,,12909673.25,12909673.25,12909673.25,12909673.25,12909673.25,12909673.25,0,,,,,,,,,,,0,0,0,05545MAA0
20201023,SST,13,LABDF,05545MAC6,,31875000,97.669,31131993.75,31131993.75,31131993.75,,31525668.75,BBAVY4906053,187708.33,187708.33,187708.33,,,1,0.01,,,N,USD,3,USD,3,USD,3,N,LABDF,LABDF,020,023,Y,20201116,USD,USD,,,USD,-393675,-393675,N,,,,,,,,,,,,,,,,,,,,,,,,31525668.75,31525668.75,31525668.75,31525668.75,31525668.75,31525668.75,0,,,,,,,,,,,0,0,0,05545MAC6
20201023,SST,13,LABDF,05565ALQ4,,36222000,96.8625,35085534.75,35085534.75,35085534.75,,31224237.5,,267137.25,267137.25,267137.25,,,1,0.01,,,N,USD,3,USD,3,USD,3,N,LABDF,LABDF,020,024,Y,20201116,USD,USD,,,USD,3861297.25,3861297.25,N,,,,,,,,,,,,,,,,,,,,,,,,31224237.5,31224237.5,31224237.5,31224237.5,31224237.5,31224237.5,0,,,,,,,,,,,0,0,0,05565ALQ4
20201023,SST,13,LABDF,05565EBL8,,32668000,117.926862,38524347.28,38524347.28,38524347.28,,32620304.72,,56488.42,56488.42,56488.42,,,1,0.01,,,N,USD,3,USD,3,USD,3,N,LABDF,LABDF,020,023,Y,20201116,USD,USD,,,USD,5904042.56,5904042.56,N,,,,,,,,,,,,,,,,,,,,,,,,32620304.72,32620304.72,32620304.72,32620304.72,32620304.72,32620304.72,0,,,,,,,,,,,0,0,0,05565EBL8
20201023,SST,13,LABDF,05583PAA6,,15903000,101.25,16101787.5,16101787.5,16101787.5,,18180821.85,BCDQ4395101,165821.91,165821.91,165821.91,,,1,0.01,,,N,USD,3,USD,3,USD,3,N,LABDF,LABDF,020,023,Y,20201116,USD,USD,,,USD,-2079034.35,-2079034.35,N,,,,,,,,,,,,,,,,,,,,,,,,18180821.85,18180821.85,18180821.85,18180821.85,18180821.85,18180821.85,0,,,,,,,,,,,0,0,0,05583PAA6
20201023,SST,13,LABDF,056623AA9,,18211000,105.9815,19300290.98,19300290.98,19300290.98,,18321593.28,MT4648421,438202.19,438202.19,438202.19,,,1,0.01,,,N,USD,3,USD,3,USD,3,N,LABDF,LABDF,020,023,Y,20201116,USD,USD,,,USD,978697.7,978697.7,N,,,,,,,,,,,,,,,,,,,,,,,,18321593.28,18321593.28,18321593.28,18321593.28,18321593.28,18321593.28,0,,,,,,,,,,,0,0,0,056623AA9
20201023,SST,13,LABDF,05683HAE5,,7000000,99.51278,6965894.6,6965894.6,6965894.6,,6886250,,35381.21,35381.21,35381.21,,,1,0.01,,,N,USD,3,USD,3,USD,3,N,LABDF,LABDF,020,020,Y,20201116,USD,USD,,,USD,79644.6,79644.6,N,,,,,,,,,,,,,,,,,,,,,,,,6886250,6886250,6886250,6886250,6886250,6886250,0,,,,,,,,,,,0,0,0,05683HAE5
20201023,SST,13,LABDF,058498AW6,,24932000,99.375,24776175,24776175,24776175,,24932000,,141367.9,141367.9,141367.9,,,1,0.01,,,N,USD,3,USD,3,USD,3,N,LABDF,LABDF,020,023,Y,20201116,USD,USD,,,USD,-155825,-155825,N,,,,,,,,,,,,,,,,,,,,,,,,24932000,24932000,24932000,24932000,24932000,24932000,0,,,,,,,,,,,0,0,0,058498AW6
20201023,SST,13,LABDF,059626AC5,,17938000,100.125,17960422.5,17960422.5,17960422.5,,18017469.16,,90935.7,90935.7,90935.7,,,1,0.01,,,N,USD,3,USD,3,USD,3,N,LABDF,LABDF,020,023,Y,20201116,USD,USD,,,USD,-57046.66,-57046.66,N,,,,,,,,,,,,,,,,,,,,,,,,18017469.16,18017469.16,18017469.16,18017469.16,18017469.16,18017469.16,0,,,,,,,,,,,0,0,0,059626AC5
20201023,SST,13,LABDF,05968CAC6,,21476000,102.82,22081623.2,22081623.2,22081623.2,,21372485.68,,56672.78,56672.78,56672.78,,,1,0.01,,,N,USD,3,USD,3,USD,3,N,LABDF,LABDF,020,021,Y,20201116,USD,USD,,,USD,709137.52,709137.52,N,,,,,,,,,,,,,,,,,,,,,,,,21372485.68,21372485.68,21372485.68,21372485.68,21372485.68,21372485.68,0,,,,,,,,,,,0,0,0,05968CAC6
20201023,SST,13,LABDF,05988LAA6,,24349000,107.235,26110650.15,26110650.15,26110650.15,,25201918.75,BNFF4665806,349509.6,349509.6,349509.6,,,1,0.01,,,N,USD,3,USD,3,USD,3,N,LABDF,LABDF,020,023,Y,20201116,USD,USD,,,USD,908731.4,908731.4,N,,,,,,,,,,,,,,,,,,,,,,,,25201918.75,25201918.75,25201918.75,25201918.75,25201918.75,25201918.75,0,,,,,,,,,,,0,0,0,05988LAA6
20201023,SST,13,LABDF,06000BAA0,,34604000,100.332405,34719025.43,34719025.43,34719025.43,,34604000,,148989.44,148989.44,148989.44,,,1,0.01,,,N,USD,3,USD,3,USD,3,N,LABDF,LABDF,020,024,Y,20201116,USD,USD,,,USD,115025.43,115025.43,N,,,,,,,,,,,,,,,,,,,,,,,,34604000,34604000,34604000,34604000,34604000,34604000,0,,,,,,,,,,,0,0,0,06000BAA0
20201023,SST,13,LABDF,06051GFU8,,19634000,115.643925,22705528.23,22705528.23,22705528.23,,23229333.77,,123776.01,123776.01,123776.01,,,1,0.01,,,N,USD,3,USD,3,USD,3,N,LABDF,LABDF,020,023,Y,20201116,USD,USD,,,USD,-523805.54,-523805.54,N,,,,,,,,,,,,,,,,,,,,,,,,23229333.77,23229333.77,23229333.77,23229333.77,23229333.77,23229333.77,0,,,,,,,,,,,0,0,0,06051GFU8
20201023,SST,13,LABDF,06279JAA7,,31384000,108.412078,34024046.55,34024046.55,34024046.55,,31653002.61,,584527.02,584527.02,584527.02,,,1,0.01,,,N,USD,3,USD,3,USD,3,N,LABDF,LABDF,020,023,Y,20201116,USD,USD,,,USD,2371043.94,2371043.94,N,,,,,,,,,,,,,,,,,,,,,,,,31653002.61,31653002.61,31653002.61,31653002.61,31653002.61,31653002.61,0,,,,,,,,,,,0,0,0,06279JAA7
20201023,SST,13,LABDF,06326BAA7,,17475000,101.402,17719999.5,17719999.5,17719999.5,,17475000,,135127.86,135127.86,135127.86,,,1,0.01,,,N,USD,3,USD,3,USD,3,N,LABDF,LABDF,020,024,Y,20201116,USD,USD,,,USD,244999.5,244999.5,N,,,,,,,,,,,,,,,,,,,,,,,,17475000,17475000,17475000,17475000,17475000,17475000,0,,,,,,,,,,,0,0,0,06326BAA7
20201023,SST,13,LABDF,06652KAA1,,24313000,113.006279,27475216.62,27475216.62,27475216.62,,27247642.7,BKU4310858,516904.51,516904.51,516904.51,,,1,0.01,,,N,USD,3,USD,3,USD,3,N,LABDF,LABDF,020,023,Y,20201116,USD,USD,,,USD,227573.92,227573.92,N,,,,,,,,,,,,,,,,,,,,,,,,27247642.7,27247642.7,27247642.7,27247642.7,27247642.7,27247642.7,0,,,,,,,,,,,0,0,0,06652KAA1
20201023,SST,13,LABDF,067316AD1,,20151000,103.898108,20936507.75,20936507.75,20936507.75,,19388590.87,BACB4381117,152391.94,152391.94,152391.94,,,1,0.01,,,N,USD,3,USD,3,USD,3,N,LABDF,LABDF,020,023,Y,20201116,USD,USD,,,USD,1547916.88,1547916.88,N,,,,,,,,,,,,,,,,,,,,,,,,19388590.87,19388590.87,19388590.87,19388590.87,19388590.87,19388590.87,0,,,,,,,,,,,0,0,0,067316AD1
20201023,SST,13,LABDF,067316AF6,,32381000,115.021215,37245019.63,37245019.63,37245019.63,,32366105.66,BACB4625902,672175.59,672175.59,672175.59,,,1,0.01,,,N,USD,3,USD,3,USD,3,N,LABDF,LABDF,020,023,Y,20201116,USD,USD,,,USD,4878913.97,4878913.97,N,,,,,,,,,,,,,,,,,,,,,,,,32366105.66,32366105.66,32366105.66,32366105.66,32366105.66,32366105.66,0,,,,,,,,,,,0,0,0,067316AF6
20201023,SST,13,LABDF,06846NAD6,,11740000,25.3515,2976266.12,2976266.12,2976266.12,,9240734.5,HPR3827968,20545,20545,20545,,,1,0.01,,,N,USD,3,USD,3,USD,3,N,LABDF,LABDF,020,023,Y,20201116,USD,USD,,,USD,-6264468.38,-6264468.38,N,,,,,,,,,,,,,,,,,,,,,,,,9240734.5,9240734.5,9240734.5,10706282.55,10706282.55,10706282.55,0,,,,,,,,,,,0,0,0,06846NAD6
20201023,SST,13,LABDF,07131XBB9,,1831000,95.22563,1743581.29,1743581.29,1743581.29,,1825507,,800.49,800.49,800.49,,,1,0.01,,,N,USD,3,USD,3,USD,3,N,LABDF,LABDF,020,020,Y,20201116,USD,USD,,,USD,-81925.71,-81925.71,N,,,,,,,,,,,,,,,,,,,,,,,,1825507,1825507,1825507,1825507,1825507,1825507,0,,,,,,,,,,,0,0,0,07131XBB9
20201023,SST,13,LABDF,07133MAC0,,23286310,100.03082,23293486.84,23293486.84,23293486.84,,23286310,,5739.76,5739.76,5739.76,,,1,0.01,,,N,USD,3,USD,3,USD,3,N,LABDF,LABDF,020,020,Y,20201116,USD,USD,,,USD,7176.84,7176.84,N,,,,,,,,,,,,,,,,,,,,,,,,23286310,23286310,23286310,23286310,23286310,23286310,0,,,,,,,,,,,0,0,0,07133MAC0
20201023,SST,13,LABDF,071813BV0,,13842000,113.175855,15665801.85,15665801.85,15665801.85,,13822067.52,,33163.13,33163.13,33163.13,,,1,0.01,,,N,USD,3,USD,3,USD,3,N,LABDF,LABDF,020,023,Y,20201116,USD,USD,,,USD,1843734.33,1843734.33,N,,,,,,,,,,,,,,,,,,,,,,,,13822067.52,13822067.52,13822067.52,13822067.52,13822067.52,13822067.52,0,,,,,,,,,,,0,0,0,071813BV0
20201023,SST,13,LABDF,07556QBT1,,15808000,110.3155,17438674.24,17438674.24,17438674.24,,3,BZH4959604,28652,28652,28652,,,1,0.01,,,N,USD,3,USD,3,USD,3,N,LABDF,LABDF,020,023,Y,20201116,USD,USD,,,USD,17438671.24,17438671.24,N,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,16163680,16163680,16163680,0,,,,,,,,,,,0,0,0,07556QBT1
20201023,SST,13,LABDF,08162FAU7,,35544000,97.012,34481945.28,34481945.28,34481945.28,,35445610.65,,96426.68,96426.68,96426.68,,,1,0.01,,,N,USD,3,USD,3,USD,3,N,LABDF,LABDF,020,020,Y,20201116,USD,USD,,,USD,-963665.37,-963665.37,N,,,,,,,,,,,,,,,,,,,,,,,,35445610.65,35445610.65,35445610.65,35445610.65,35445610.65,35445610.65,0,,,,,,,,,,,0,0,0,08162FAU7
20201023,SST,13,LABDF,08182RAC7,,7921867,100.06737,7927203.96,7927203.96,7927203.96,,7921867,,4430.07,4430.07,4430.07,,,1,0.01,,,N,USD,3,USD,3,USD,3,N,LABDF,LABDF,020,020,Y,20201116,USD,USD,,,USD,5336.96,5336.96,N,,,,,,,,,,,,,,,,,,,,,,,,7921867,7921867,7921867,7921867,7921867,7921867,0,,,,,,,,,,,0,0,0,08182RAC7
20201023,SST,13,LABDF,084670BR8,,7903000,105.457225,8334284.49,8334284.49,8334284.49,,7881503.84,,23544.35,23544.35,23544.35,,,1,0.01,,,N,USD,3,USD,3,USD,3,N,LABDF,LABDF,020,023,Y,20201116,USD,USD,,,USD,452780.65,452780.65,N,,,,,,,,,,,,,,,,,,,,,,,,7881503.84,7881503.84,7881503.84,7881503.84,7881503.84,7881503.84,0,,,,,,,,,,,0,0,0,084670BR8
20201023,SST,13,LABDF,084670BS6,,7903000,111.938358,8846488.43,8846488.43,8846488.43,,7895571.18,,26754.95,26754.95,26754.95,,,1,0.01,,,N,USD,3,USD,3,USD,3,N,LABDF,LABDF,020,023,Y,20201116,USD,USD,,,USD,950917.25,950917.25,N,,,,,,,,,,,,,,,,,,,,,,,,7895571.18,7895571.18,7895571.18,7895571.18,7895571.18,7895571.18,0,,,,,,,,,,,0,0,0,084670BS6
20201023,SST,13,LABDF,085209AG9,,14545000,102.875,14963168.75,14963168.75,14963168.75,,14528273.25,,61412.22,61412.22,61412.22,,,1,0.01,,,N,USD,3,USD,3,USD,3,N,LABDF,LABDF,020,021,Y,20201116,USD,USD,,,USD,434895.5,434895.5,N,,,,,,,,,,,,,,,,,,,,,,,,14528273.25,14528273.25,14528273.25,14528273.25,14528273.25,14528273.25,0,,,,,,,,,,,0,0,0,085209AG9
20201023,SST,13,LABDF,085209AH7,,12887000,104.475,13463693.25,13463693.25,13463693.25,,12850787.53,,77322,77322,77322,,,1,0.01,,,N,USD,3,USD,3,USD,3,N,LABDF,LABDF,020,021,Y,20201116,USD,USD,,,USD,612905.72,612905.72,N,,,,,,,,,,,,,,,,,,,,,,,,12850787.53,12850787.53,12850787.53,12850787.53,12850787.53,12850787.53,0,,,,,,,,,,,0,0,0,085209AH7
20201023,SST,13,LABDF,08652BAA7,,15806000,118.195434,18681970.3,18681970.3,18681970.3,,26874238.4,,44937.34,44937.34,44937.34,,,1,0.01,,,N,USD,3,USD,3,USD,3,N,LABDF,LABDF,020,023,Y,20201116,USD,USD,,,USD,-8192268.1,-8192268.1,N,,,,,,,,,,,,,,,,,,,,,,,,26874238.4,26874238.4,26874238.4,26874238.4,26874238.4,26874238.4,0,,,,,,,,,,,0,0,0,08652BAA7
20201023,SST,13,LABDF,08652BAB5,,22556000,99.197436,22374973.66,22374973.66,22374973.66,,22468482.72,,28101.02,28101.02,28101.02,,,1,0.01,,,N,USD,3,USD,3,USD,3,N,LABDF,LABDF,020,023,Y,20201116,USD,USD,,,USD,-93509.06,-93509.06,N,,,,,,,,,,,,,,,,,,,,,,,,22468482.72,22468482.72,22468482.72,22468482.72,22468482.72,22468482.72,0,,,,,,,,,,,0,0,0,08652BAB5
20201023,SST,13,LABDF,09075V102,,522855,88.69,46372009.95,46372009.95,46372009.95,,40338216.9,BNTX,0,0,0,,,1,1,,,N,USD,3,USD,3,USD,3,N,LABDF,LABDF,030,030,Y,20201116,USD,USD,,,USD,6033793.05,6033793.05,N,,,,,,,,,,,,,,,,,,,,,,,,40338216.9,40338216.9,40338216.9,40338216.9,40338216.9,40338216.9,0,,,,,,,,,,,0,0,0,09075V102
20201023,SST,13,LABDF,092113AQ2,,13491000,119.364064,16103405.87,16103405.87,16103405.87,,13356986.13,BKH4667143,282018.11,282018.11,282018.11,,,1,0.01,,,N,USD,3,USD,3,USD,3,N,LABDF,LABDF,020,023,Y,20201116,USD,USD,,,USD,2746419.74,2746419.74,N,,,,,,,,,,,,,,,,,,,,,,,,13356986.13,13356986.13,13356986.13,13356986.13,13356986.13,13356986.13,0,,,,,,,,,,,0,0,0,092113AQ2
20201023,SST,13,LABDF,100557107,,82131,1091.1,89613134.1,89613134.1,89613134.1,,52545789.12,SAM,0,0,0,,,1,1,,,N,USD,3,USD,3,USD,3,N,LABDF,LABDF,030,030,Y,20201116,USD,USD,,,USD,37067344.98,37067344.98,N,,,,,,,,,,,,,,,,,,,,,,,,52545789.12,52545789.12,52545789.12,52545789.12,52545789.12,52545789.12,0,,,,,,,,,,,0,0,0,100557107
20201023,SST,13,LABDF,101137AE7,,16135000,147.575523,23811310.63,23811310.63,23811310.63,,34986892.65,BSX.GE,498840.42,498840.42,498840.42,,,1,0.01,,,N,USD,3,USD,3,USD,3,N,LABDF,LABDF,020,023,Y,20201116,USD,USD,,,USD,-11175582.02,-11175582.02,N,,,,,,,,,,,,,,,,,,,,,,,,34986892.65,34986892.65,34986892.65,34986892.65,34986892.65,34986892.65,0,,,,,,,,,,,0,0,0,101137AE7
20201023,SST,13,LABDF,103304BQ3,,16548000,103.867,17187911.16,17187911.16,17187911.16,,3577125.25,BYD4644049,190302,190302,190302,,,1,0.01,,,N,USD,3,USD,3,USD,3,N,LABDF,LABDF,020,023,Y,20201116,USD,USD,,,USD,13610785.91,13610785.91,N,,,,,,,,,,,,,,,,,,,,,,,,3577125.25,3577125.25,3577125.25,16742138,16742138,16742138,0,,,,,,,,,,,0,0,0,103304BQ3
20201023,SST,13,LABDF,103304BU4,,25833000,98.581,25466429.73,25466429.73,25466429.73,,5479562,,487418.48,487418.48,487418.48,,,1,0.01,,,N,USD,3,USD,3,USD,3,N,LABDF,LABDF,020,023,Y,20201116,USD,USD,,,USD,19986867.73,19986867.73,N,,,,,,,,,,,,,,,,,,,,,,,,5479562,5479562,5479562,24633534.88,24633534.88,24633534.88,0,,,,,,,,,,,0,0,0,103304BU4
20201023,SST,13,LABDF,10552TAG2,,17826000,102.375,18249367.5,18249367.5,18249367.5,,17648987.82,,217254.38,217254.38,217254.38,,,1,0.01,,,N,USD,3,USD,3,USD,3,N,LABDF,LABDF,020,023,Y,20201116,USD,USD,,,USD,600379.68,600379.68,N,,,,,,,,,,,,,,,,,,,,,,,,17648987.82,17648987.82,17648987.82,17648987.82,17648987.82,17648987.82,0,,,,,,,,,,,0,0,0,10552TAG2
20201023,SST,13,LABDF,109194100,,123592,162.5,20083700,20083700,20083700,,20298788.47,BFAM,0,0,0,,,1,1,,,N,USD,3,USD,3,USD,3,N,LABDF,LABDF,030,030,Y,20201116,USD,USD,,,USD,-215088.47,-215088.47,N,,,,,,,,,,,,,,,,,,,,,,,,20298788.47,20298788.47,20298788.47,20298788.47,20298788.47,20298788.47,0,,,,,,,,,,,0,0,0,109194100
20201023,SST,13,LABDF,109696AA2,,27395000,104.1875,28542165.67,28542165.67,28542165.67,,27650824.59,BCO4551366,31675.47,31675.47,31675.47,,,1,0.01,,,N,USD,3,USD,3,USD,3,N,LABDF,LABDF,020,023,Y,20201116,USD,USD,,,USD,891341.08,891341.08,N,,,,,,,,,,,,,,,,,,,,,,,,27650824.59,27650824.59,27650824.59,27650824.59,27650824.59,27650824.59,0,,,,,,,,,,,0,0,0,109696AA2
20201023,SST,13,LABDF,114259AN4,,11916000,111.750396,13316177.19,13316177.19,13316177.19,,11916000,NGG4342594,49619.55,49619.55,49619.55,,,1,0.01,,,N,USD,3,USD,3,USD,3,N,LABDF,LABDF,020,023,Y,20201116,USD,USD,,,USD,1400177.19,1400177.19,N,,,,,,,,,,,,,,,,,,,,,,,,11916000,11916000,11916000,11916000,11916000,11916000,0,,,,,,,,,,,0,0,0,114259AN4
20201023,SST,13,LABDF,115236AC5,,22560000,100.51198,22675502.69,22675502.69,22675502.69,,22664588.16,,44650,44650,44650,,,1,0.01,,,N,USD,3,USD,3,USD,3,N,LABDF,LABDF,020,023,Y,20201116,USD,USD,,,USD,10914.53,10914.53,N,,,,,,,,,,,,,,,,,,,,,,,,22664588.16,22664588.16,22664588.16,22664588.16,22664588.16,22664588.16,0,,,,,,,,,,,0,0,0,115236AC5
20201023,SST,13,LABDF,115637209,,254606,74.4,18942686.4,18942686.4,18942686.4,,20127779.31,BF.B,0,0,0,,,1,1,,,N,USD,3,USD,3,USD,3,N,LABDF,LABDF,030,030,Y,20201116,USD,USD,,,USD,-1185092.91,-1185092.91,N,,,,,,,,,,,,,,,,,,,,,,,,20127779.31,20127779.31,20127779.31,20127779.31,20127779.31,20127779.31,0,,,,,,,,,,,0,0,0,115637209
20201023,SST,13,LABDF,115637AP5,,18174000,130.523827,23721400.32,23721400.32,23721400.32,,3099522,BF4262778,224903.26,224903.26,224903.26,,,1,0.01,,,N,USD,3,USD,3,USD,3,N,LABDF,LABDF,020,023,Y,20201116,USD,USD,,,USD,20621878.32,20621878.32,N,,,,,,,,,,,,,,,,,,,,,,,,3099522,3099522,3099522,18300128.73,18300128.73,18300128.73,0,,,,,,,,,,,0,0,0,115637AP5
20201023,SST,13,LABDF,115637AS9,,8956000,111.103518,9950431.07,9950431.07,9950431.07,,8915966.68,BF4613144,7836.5,7836.5,7836.5,,,1,0.01,,,N,USD,3,USD,3,USD,3,N,LABDF,LABDF,020,023,Y,20201116,USD,USD,,,USD,1034464.39,1034464.39,N,,,,,,,,,,,,,,,,,,,,,,,,8915966.68,8915966.68,8915966.68,8915966.68,8915966.68,8915966.68,0,,,,,,,,,,,0,0,0,115637AS9
20201023,SST,13,LABDF,118230AS0,,45048000,65.9295,29699921.22,29699921.22,29699921.22,,33922946.08,BPL4588185,733907.04,733907.04,733907.04,,,1,0.01,,,N,USD,3,USD,3,USD,3,N,LABDF,LABDF,020,024,Y,20201116,USD,USD,,,USD,-4223024.86,-4223024.86,N,,,,,,,,,,,,,,,,,,,,,,,,33922946.08,33922946.08,33922946.08,33922946.08,33922946.08,33922946.08,0,,,,,,,,,,,0,0,0,118230AS0
