AsOfDate,DataSource,Nsp_Account_Id,Account_Symbol,Src_Sec_Id,sds_id,Units,Market_Price,Market_Value_Amt_Func,Market_Value_Amt_Rpt,Market_Value_Amt_Lcl,WeightFunc,Amort_Value,Src_Ticker_Symbol,AccruedIncome_Func,AccruedIncome_Rpt,AccruedIncome_Lcl,SecIdtype,SecClassId,Contract_size,Trading_Units,Custom_Sec_Ind,Amort_Price,Reconciled_Flg,Func_Currency_Cd,Func_Currency_Id,Src_MarketValue_Local_Currency_Cd,Src_MarketValue_Local_Currency_Id,Src_Income_Local_Currency_Cd,Src_Income_local_Currency_Id,Short_Term_Flg,Src_Account_Nbr,Dup_Account_Symbol,Major_Issue_Cd,Minor_Issue_Cd,Is_Active,Valid_Start_Dt,Originating_Inc_Curr_Cd,Originating_Principal_Curr_Cd,ISSUE_TYPE_CD,SCREEN_GRP_CD,Src_Functional_Currency_Cd,Src_Futures_GainLoss_Amt_Func,Src_Futures_GainLoss_Amt_Rpt,Swap_Ind,Primary_Spread,Primary_Spread_Type,Effective_Spread,Effective_Spread_Type,Sec_class_Lvl1_cd,Sec_class_Lvl1,Sec_class_Lvl2_cd,Sec_class_Lvl2,Sec_class_Lvl3_cd,Sec_class_Lvl3,SRC_LIN,SRC_LOANXID,CINS,CUSIP,IDBBUNIQUE,ISIN,SEDOL1,SEDOL2,TICKER,EXCHANGE_CD,PARAMOUNT_FUNC,PARAMOUNT_RPT,TKR_AND_EXCH_CD,BookValue_Func,BookValue_Rpt,BookValue_Lcl,Cost_Func,Cost_Rpt,Cost_Lcl,OPS_Notional_Amt,OPS_Notional_Amt_Curr,IDBBGLOBAL,EXPOSURE_FUNC,EXPOSURE_LCL,EXPOSURE_RPT,BALOFFBALVAL_FUNC,BALOFFBALVAL_LCL,BALOFFBALVAL_RPT,BANK_LOAN_OUTSTANDING,SRC_OSI_ID,NET_VM_FUNC,NET_VM_LCL,NET_VM_RPT
20201023,SCD,8,LAGFI,RXZ0,,-5,175.26,0,0,0,0,0,RXZ0,0,0,0,CUSIP,,100000,0.01,N,,N,USD,3,EUR,2,EUR,2,N,LAGFI,LAGFI,,,Y,20201023,EUR,EUR,,,USD,-10.49,-10.49,N,,,,,DER,Derivatives,FUT,Futures,DCD,Commodity,,,,,,,,,,,,,,10.49,10.49,8.85,10.49,10.49,8.85,-500000,EUR,,-1039551.11,-876300,-1039551.11,0,0,0,0,,-7078.66,-6050,-7078.66
20201023,SCD,8,LAGFI,SP9U218G3,,,,-33686.81,-33686.81,-33686.81,-0.017,,,-916.67,-916.67,-916.67,DEALID,,1,0.01,N,,N,USD,3,USD,,USD,,N,LAGFI,LAGFI,,,Y,20201023,USD,USD,,,USD,,,Y,,,,,DER,Derivatives,SWP,Swaps,DCF,Credit Default,,,,SP9U218G,COSP9U218G,,,,/KOREA,,,,,-31572.56,-31572.56,-31572.56,-31572.56,-31572.56,-31572.56,-1000000,USD,,,,,,,,,,,,
20201023,SCD,8,LAGFI,TUZ0,,74,110.41016,0,0,0,0,0,TUZ0,0,0,0,CUSIP,,200000,0.01,N,,N,USD,3,USD,3,USD,3,N,LAGFI,LAGFI,,,Y,20201023,USD,USD,,,USD,-130.98,-130.98,N,,,,,DER,Derivatives,FUT,Futures,DUT,US Treasury,,,,TUZ0,IX51466291-0,,,,TUZ0,XCBT,,,,130.98,130.98,130.98,130.98,130.98,130.98,14800000,USD,BBG00SRNZ5F2,16340703.68,16340703.68,16340703.68,0,0,0,0,,-103,-103,-103
20201023,SCD,8,LAGFI,USZ0,,120,172.59375,0,0,0,0,0,USZ0,0,0,0,CUSIP,,100000,0.01,N,,N,USD,3,USD,3,USD,3,N,LAGFI,LAGFI,,,Y,20201023,USD,USD,,,USD,-212.4,-212.4,N,,,,,DER,Derivatives,FUT,Futures,DUT,US Treasury,,,,USZ0,IX51355052-0,,,,USZ0,XCBT,,,,212.4,212.4,212.4,212.4,212.4,212.4,12000000,USD,BBG00SDQVVY6,20711250,20711250,20711250,0,0,0,0,,-269156,-269156,-269156
20201023,SCD,8,LAGFI,UXYZ0,,-56,157.5625,0,0,0,0,0,UXYZ0,0,0,0,CUSIP,,100000,0.01,N,,N,USD,3,USD,3,USD,3,N,LAGFI,LAGFI,,,Y,20201023,USD,USD,,,USD,-99.12,-99.12,N,,,,,DER,Derivatives,FUT,Futures,DUT,US Treasury,,,,UXYZ0,IX51355207-0,,,,UXYZ0,XCBT,,,,99.12,99.12,99.12,99.12,99.12,99.12,-5600000,USD,BBG00SDQW8J3,-8823500,-8823500,-8823500,0,0,0,0,,65077.87,65077.87,65077.87
20201023,SCD,8,LAGFI,WNZ0,,-11,214.21875,0,0,0,0,0,WNZ0,0,0,0,CUSIP,,100000,0.01,N,,N,USD,3,USD,3,USD,3,N,LAGFI,LAGFI,,,Y,20201023,USD,USD,,,USD,-19.47,-19.47,N,,,,,DER,Derivatives,FUT,Futures,DUT,US Treasury,,,,WNZ0,IX51355187-0,,,,WNZ0,XCBT,,,,19.47,19.47,19.47,19.47,19.47,19.47,-1100000,USD,BBG00SDQW5Z1,-2356406.25,-2356406.25,-2356406.25,0,0,0,0,,43490,43490,43490
20201023,SCD,8,LAGFI,ZR7973319,,500000,98.5905,584787.53,584787.53,492952.5,0.295157,0,,585.02,585.02,493.15,CUSIP,,1,0.01,N,,N,USD,3,EUR,2,EUR,2,N,LAGFI,LAGFI,,,Y,20201023,EUR,EUR,,,USD,,,N,,,,,SGD,Straight Debt,GVT,Government,SFG,Foreign Govt,,,,ZR7973319,COZR7973319,XS2053084070,BK71L46,,KAZAKS,,,,,547201.61,547201.61,500000,547201.61,547201.61,500000,0,,BBG00QDT7RG0,,,,0,0,0,0,,0,0,0
20201023,SCD,11,AFFIL,00206R102,,2230949,27.82,62065001.18,62065001.18,62065001.18,1.145639,0,T,1165865.48,1165865.48,1165865.48,CUSIP,,1,1,N,,N,USD,3,USD,3,USD,3,N,AFFIL,AFFIL,,,Y,20201023,USD,USD,,,USD,,,N,,,,,EQY,Equity,STK,Stock,CST,Common Stock,,,,00206R102,EQ0010137600001000,US00206R1023,2831811,,T,XNYS,,,T US,81008982.65,81008982.65,81008982.65,81008982.65,81008982.65,81008982.65,0,,BBG000BSJK37,,,,0,0,0,0,,0,0,0
20201023,SCD,11,AFFIL,002824100,,545500,107.79,58799445,58799445,58799445,1.085361,0,ABT,169884,169884,169884,CUSIP,,1,1,N,,N,USD,3,USD,3,USD,3,N,AFFIL,AFFIL,,,Y,20201023,USD,USD,,,USD,,,N,,,,,EQY,Equity,STK,Stock,CST,Common Stock,,,,002824100,EQ0010000200001000,US0028241000,2002305,,ABT,XNYS,,,ABT US,51931304.49,51931304.49,51931304.49,51931304.49,51931304.49,51931304.49,0,,BBG000B9ZXB4,,,,0,0,0,0,,0,0,0
20201023,SCD,11,AFFIL,00287Y109,,1156000,84.34,97497040,97497040,97497040,1.799667,0,ABBV,1368564,1368564,1368564,CUSIP,,1,1,N,,N,USD,3,USD,3,USD,3,N,AFFIL,AFFIL,,,Y,20201023,USD,USD,,,USD,,,N,,,,,EQY,Equity,STK,Stock,CST,Common Stock,,,,00287Y109,EQ0000000020553113,US00287Y1091,B92SR70,,ABBV,XNYS,,,ABBV US,104907656.3,104907656.3,104907656.3,104907656.3,104907656.3,104907656.3,0,,BBG0025Y4RY4,,,,0,0,0,0,,0,0,0
20201023,SCD,11,AFFIL,009158106,,361800,294,106369200,106369200,106369200,1.963436,0,APD,489502,489502,489502,CUSIP,,1,1,N,,N,USD,3,USD,3,USD,3,N,AFFIL,AFFIL,,,Y,20201023,USD,USD,,,USD,,,N,,,,,EQY,Equity,STK,Stock,CST,Common Stock,,,,009158106,EQ0010001900001000,US0091581068,2011602,,APD,XNYS,,,APD US,80899503.79,80899503.79,80899503.79,80899503.79,80899503.79,80899503.79,0,,BBG000BC4JJ4,,,,0,0,0,0,,0,0,0
20201023,SCD,11,AFFIL,015271109,,529800,160.54,85054092,85054092,85054092,1.569987,0,ARE,0,0,0,CUSIP,,1,1,N,,N,USD,3,USD,3,USD,3,N,AFFIL,AFFIL,,,Y,20201023,USD,USD,,,USD,,,N,,,,,FND,Funds,TRU,Trust,REI,Real Estate Investment Trust,,,,015271109,EQ0021686700001000,US0152711091,2009210,,ARE,XNYS,,,ARE US,80614822.73,80614822.73,80614822.73,80614822.73,80614822.73,80614822.73,0,,BBG000BC33T9,,,,0,0,0,0,,0,0,0
20201023,SCD,11,AFFIL,02005N100,,2219800,29.08,64551784,64551784,64551784,1.191541,0,ALLY,0,0,0,CUSIP,,1,1,N,,N,USD,3,USD,3,USD,3,N,AFFIL,AFFIL,,,Y,20201023,USD,USD,,,USD,,,N,,,,,EQY,Equity,STK,Stock,CST,Common Stock,,,,02005N100,EQ0015923400001000,US02005N1000,B72XK05,,ALLY,XNYS,,,ALLY US,62323902.54,62323902.54,62323902.54,62323902.54,62323902.54,62323902.54,0,,BBG000BC2R71,,,,0,0,0,0,,0,0,0
20201023,SCD,11,AFFIL,025816109,,524800,100.98,52994304,52994304,52994304,0.978205,0,AXP,226739,226739,226739,CUSIP,,1,1,N,,N,USD,3,USD,3,USD,3,N,AFFIL,AFFIL,,,Y,20201023,USD,USD,,,USD,,,N,,,,,EQY,Equity,STK,Stock,CST,Common Stock,,,,025816109,EQ0010006100001000,US0258161092,2026082,,AXP,XNYS,,,AXP US,49761484,49761484,49761484,49761484,49761484,49761484,0,,BBG000BCQZS4,,,,0,0,0,0,,0,0,0
20201023,SCD,11,AFFIL,03076C106,,433200,170.39,73812948,73812948,73812948,1.36249,0,AMP,0,0,0,CUSIP,,1,1,N,,N,USD,3,USD,3,USD,3,N,AFFIL,AFFIL,,,Y,20201023,USD,USD,,,USD,,,N,,,,,EQY,Equity,STK,Stock,CST,Common Stock,,,,03076C106,EQ0000000001799045,US03076C1062,B0J7D57,,AMP,XNYS,,,AMP US,64878664.52,64878664.52,64878664.52,64878664.52,64878664.52,64878664.52,0,,BBG000G3QLY3,,,,0,0,0,0,,0,0,0
20201023,SCD,11,AFFIL,031162100,,307000,227.16,69738120,69738120,69738120,1.287274,0,AMGN,0,0,0,CUSIP,,1,1,N,,N,USD,3,USD,3,USD,3,N,AFFIL,AFFIL,,,Y,20201023,USD,USD,,,USD,,,N,,,,,EQY,Equity,STK,Stock,CST,Common Stock,,,,031162100,EQ0010169300001000,US0311621009,2023607,,AMGN,XNGS,,,AMGN US,64688977.51,64688977.51,64688977.51,64688977.51,64688977.51,64688977.51,0,,BBG000BBS2Y0,,,,0,0,0,0,,0,0,0
20201023,SCD,11,AFFIL,032654105,,576700,124.2,71626140,71626140,71626140,1.322125,0,ADI,0,0,0,CUSIP,,1,1,N,,N,USD,3,USD,3,USD,3,N,AFFIL,AFFIL,,,Y,20201023,USD,USD,,,USD,,,N,,,,,EQY,Equity,STK,Stock,CST,Common Stock,,,,032654105,EQ0010009700001000,US0326541051,2032067,,ADI,XNGS,,,ADI US,63752613.21,63752613.21,63752613.21,63752613.21,63752613.21,63752613.21,0,,BBG000BB6G37,,,,0,0,0,0,,0,0,0
20201023,SCD,11,AFFIL,037833100,,624900,115.04,71888496,71888496,71888496,1.326967,0,AAPL,0,0,0,CUSIP,,1,1,N,,N,USD,3,USD,3,USD,3,N,AFFIL,AFFIL,,,Y,20201023,USD,USD,,,USD,,,N,,,,,EQY,Equity,STK,Stock,CST,Common Stock,,,,037833100,EQ0010169500001000,US0378331005,2046251,,AAPL,XNGS,,,AAPL US,43349986.76,43349986.76,43349986.76,43349986.76,43349986.76,43349986.76,0,,BBG000B9XRY4,,,,0,0,0,0,,0,0,0
20201023,SCD,11,AFFIL,046353108,,1637100,52,85129200,85129200,85129200,1.571373,0,AZN,0,0,0,CUSIP,,1,1,N,,N,USD,3,USD,3,USD,3,N,AFFIL,AFFIL,,,Y,20201023,USD,USD,,,USD,,,N,,,,,EQY,Equity,STK,Stock,DRP,Depository Receipt,,,,046353108,EQ0011109300009000,US0463531089,2989044,,AZN,XNGS,,,AZN US,88401378.31,88401378.31,88401378.31,88401378.31,88401378.31,88401378.31,0,,BBG000BZ0DK8,,,,0,0,0,0,,0,0,0
20201023,SCD,11,AFFIL,053611109,,505300,141.74,71621222,71621222,71621222,1.322034,0,AVY,0,0,0,CUSIP,,1,1,N,,N,USD,3,USD,3,USD,3,N,AFFIL,AFFIL,,,Y,20201023,USD,USD,,,USD,,,N,,,,,EQY,Equity,STK,Stock,CST,Common Stock,,,,053611109,EQ0010014100001000,US0536111091,2066408,,AVY,XNYS,,,AVY US,56354711.95,56354711.95,56354711.95,56354711.95,56354711.95,56354711.95,0,,BBG000BCQ4P6,,,,0,0,0,0,,0,0,0
20201023,SCD,11,AFFIL,060505104,,4083700,24.9,101684130,101684130,101684130,1.876956,0,BAC,0,0,0,CUSIP,,1,1,N,,N,USD,3,USD,3,USD,3,N,AFFIL,AFFIL,,,Y,20201023,USD,USD,,,USD,,,N,,,,,EQY,Equity,STK,Stock,CST,Common Stock,,,,060505104,EQ0010103200001000,US0605051046,2295677,,BAC,XNYS,,,BAC US,126444306,126444306,126444306,126444306,126444306,126444306,0,,BBG000BCTLF6,,,,0,0,0,0,,0,0,0
20201023,SCD,11,AFFIL,09247X101,,147900,637.31,94258149,94258149,94258149,1.739882,0,BLK,0,0,0,CUSIP,,1,1,N,,N,USD,3,USD,3,USD,3,N,AFFIL,AFFIL,,,Y,20201023,USD,USD,,,USD,,,N,,,,,EQY,Equity,STK,Stock,CST,Common Stock,,,,09247X101,EQ0096324600001000,US09247X1019,2494504,,BLK,XNYS,,,BLK US,82408104.14,82408104.14,82408104.14,82408104.14,82408104.14,82408104.14,0,,BBG000C2PW58,,,,0,0,0,0,,0,0,0
20201023,SCD,11,AFFIL,110122108,,1319900,60.13,79365587,79365587,79365587,1.464985,0,BMY,558270,558270,558270,CUSIP,,1,1,N,,N,USD,3,USD,3,USD,3,N,AFFIL,AFFIL,,,Y,20201023,USD,USD,,,USD,,,N,,,,,EQY,Equity,STK,Stock,CST,Common Stock,,,,110122108,EQ0010022500001000,US1101221083,2126335,,BMY,XNYS,,,BMY US,84417814.95,84417814.95,84417814.95,84417814.95,84417814.95,84417814.95,0,,BBG000DQLV23,,,,0,0,0,0,,0,0,0
20201023,SCD,11,AFFIL,12572Q105,,223700,163.86,36655482,36655482,36655482,0.676612,0,CME,0,0,0,CUSIP,,1,1,N,,N,USD,3,USD,3,USD,3,N,AFFIL,AFFIL,,,Y,20201023,USD,USD,,,USD,,,N,,,,,EQY,Equity,STK,Stock,CST,Common Stock,,,,12572Q105,EQ0000000000142041,US12572Q1058,2965839,,CME,XNGS,,,CME US,41428650.42,41428650.42,41428650.42,41428650.42,41428650.42,41428650.42,0,,BBG000BHLYP4,,,,0,0,0,0,,0,0,0
20201023,SCD,11,AFFIL,125896100,,1173700,65.85,77288145,77288145,77288145,1.426638,0,CMS,0,0,0,CUSIP,,1,1,N,,N,USD,3,USD,3,USD,3,N,AFFIL,AFFIL,,,Y,20201023,USD,USD,,,USD,,,N,,,,,EQY,Equity,STK,Stock,CST,Common Stock,,,,125896100,EQ0010034800001000,US1258961002,2219224,,CMS,XNYS,,,CMS US,74606706.91,74606706.91,74606706.91,74606706.91,74606706.91,74606706.91,0,,BBG000BFVXX0,,,,0,0,0,0,,0,0,0
20201023,SCD,11,AFFIL,166764100,,761532,72.57,55264377.24,55264377.24,55264377.24,1.020108,0,CVX,0,0,0,CUSIP,,1,1,N,,N,USD,3,USD,3,USD,3,N,AFFIL,AFFIL,,,Y,20201023,USD,USD,,,USD,,,N,,,,,EQY,Equity,STK,Stock,CST,Common Stock,,,,166764100,EQ0010031500001000,US1667641005,2838555,,CVX,XNYS,,,CVX US,84274853.79,84274853.79,84274853.79,84274853.79,84274853.79,84274853.79,0,,BBG000K4ND22,,,,0,0,0,0,,0,0,0
20201023,SCD,11,AFFIL,174610105,,1340400,29.13,39045852,39045852,39045852,0.720735,0,CFG,0,0,0,CUSIP,,1,1,N,,N,USD,3,USD,3,USD,3,N,AFFIL,AFFIL,,,Y,20201023,USD,USD,,,USD,,,N,,,,,EQY,Equity,STK,Stock,CST,Common Stock,,,,174610105,EQ0000000035999396,US1746101054,BQRX1X3,,CFG,XNYS,,,CFG US,38512337.49,38512337.49,38512337.49,38512337.49,38512337.49,38512337.49,0,,BBG006Q0HY77,,,,0,0,0,0,,0,0,0
20201023,SCD,11,AFFIL,191216100,,1675900,50.52,84666468,84666468,84666468,1.562832,0,KO,0,0,0,CUSIP,,1,1,N,,N,USD,3,USD,3,USD,3,N,AFFIL,AFFIL,,,Y,20201023,USD,USD,,,USD,,,N,,,,,EQY,Equity,STK,Stock,CST,Common Stock,,,,191216100,EQ0010035500001000,US1912161007,2206657,,KO,XNYS,,,KO US,88472882.53,88472882.53,88472882.53,88472882.53,88472882.53,88472882.53,0,,BBG000BMX289,,,,0,0,0,0,,0,0,0
20201023,SCD,11,AFFIL,20030N101,,2151900,45.06,96964614,96964614,96964614,1.78984,0,CMCSA,498019,498019,498019,CUSIP,,1,1,N,,N,USD,3,USD,3,USD,3,N,AFFIL,AFFIL,,,Y,20201023,USD,USD,,,USD,,,N,,,,,EQY,Equity,STK,Stock,CST,Common Stock,,,,20030N101,EQ0010171200002000,US20030N1019,2044545,,CMCSA,XNGS,,,CMCSA US,80286481.34,80286481.34,80286481.34,80286481.34,80286481.34,80286481.34,0,,BBG000BFT2L4,,,,0,0,0,0,,0,0,0
20201023,SCD,11,AFFIL,22822V101,,427500,158.47,67745925,67745925,67745925,1.250501,0,CCI,0,0,0,CUSIP,,1,1,N,,N,USD,3,USD,3,USD,3,N,AFFIL,AFFIL,,,Y,20201023,USD,USD,,,USD,,,N,,,,,FND,Funds,TRU,Trust,REI,Real Estate Investment Trust,,,,22822V101,EQ0030749300001000,US22822V1017,BTGQCX1,,CCI,XNYS,,,CCI US,65345333.62,65345333.62,65345333.62,65345333.62,65345333.62,65345333.62,0,,BBG000FV1Z23,,,,0,0,0,0,,0,0,0
20201023,SCD,11,AFFIL,254709108,,1262400,68,85843200,85843200,85843200,1.584553,0,DFS,0,0,0,CUSIP,,1,1,N,,N,USD,3,USD,3,USD,3,N,AFFIL,AFFIL,,,Y,20201023,USD,USD,,,USD,,,N,,,,,EQY,Equity,STK,Stock,CST,Common Stock,,,,254709108,EQ0000000003589216,US2547091080,B1YLC43,,DFS,XNYS,,,DFS US,76979270.55,76979270.55,76979270.55,76979270.55,76979270.55,76979270.55,0,,BBG000QBR5J5,,,,0,0,0,0,,0,0,0
20201023,SCD,11,AFFIL,256677105,,330600,215.44,71224464,71224464,71224464,1.31471,0,DG,0,0,0,CUSIP,,1,1,N,,N,USD,3,USD,3,USD,3,N,AFFIL,AFFIL,,,Y,20201023,USD,USD,,,USD,,,N,,,,,EQY,Equity,STK,Stock,CST,Common Stock,,,,256677105,EQ0000000008890202,US2566771059,B5B1S13,,DG,XNYS,,,DG US,58090508.34,58090508.34,58090508.34,58090508.34,58090508.34,58090508.34,0,,BBG000NV1KK7,,,,0,0,0,0,,0,0,0
20201023,SCD,11,AFFIL,260003108,,632700,116.27,73564029,73564029,73564029,1.357895,0,DOV,0,0,0,CUSIP,,1,1,N,,N,USD,3,USD,3,USD,3,N,AFFIL,AFFIL,,,Y,20201023,USD,USD,,,USD,,,N,,,,,EQY,Equity,STK,Stock,CST,Common Stock,,,,260003108,EQ0010047000001000,US2600031080,2278407,,DOV,XNYS,,,DOV US,62232383.85,62232383.85,62232383.85,62232383.85,62232383.85,62232383.85,0,,BBG000BHB3M6,,,,0,0,0,0,,0,0,0
